D#	001	001	1603055506.327	CAN	1	0	0x1FFFF531	8	29D0F1E54E1FBE97
D#	001	001	1603055506.331	CAN	1	0	0x1FFFF530	8	16FC9DBEE6665071
D#	001	001	1603055506.335	CAN	1	0	0x1FFFF530	8	063BEAE8266D2386
D#	001	001	1603055506.339	CAN	1	0	0x1FFFF530	8	3EAC31BC67C8F590
D#	001	001	1603055506.344	CAN	1	0	0x1FFFF532	8	8695933B5FC5B421
D#	001	001	1603055506.350	CAN	1	0	0x1FFFF532	8	C5BBD2C818F60B1B
D#	001	001	1603055506.354	CAN	1	0	0x1FFFF530	8	EE35FC0CD9F3F082
D#	001	001	1603055506.358	CAN	1	0	0x1FFFF530	8	8D3525F9B3D0A9F9
D#	001	001	1603055506.381	CAN	1	0	0x1FFFF531	8	4761E5C978B9C343
D#	001	001	1603055506.403	CAN	1	0	0x1FFFF530	8	0A262009C4A4D40F
D#	001	001	1603055506.421	IMU	0.01	-1.00	0.07	-0.01	-0.017	0.014	-1.036	0.321	0.310	0.863	80.78	211.11	-806.78	101160.98	30.8	315.90
D#	001	001	1603055506.425	GPS	37.91010284	23.73727417	26.900	8.894	0.574
D#	001	001	1603055506.426	CAN	1	0	0x1FFFF530	8	BF0488F01F83D729
D#	001	001	1603055506.449	CAN	1	0	0x1FFFF532	8	8744A557ECCC3CE7
D#	001	001	1603055506.473	CAN	1	0	0x1FFFF530	8	5F3520544FE19086
D#	001	001	1603055506.495	CAN	1	0	0x1FFFF531	8	C5BD2ABFB9F0B9EE
D#	001	001	1603055506.517	CAN	1	0	0x1FFFF530	8	3D32C6E1335FED43
D#	001	001	1603055506.539	CAN	1	0	0x1FFFF530	8	A3C7EA87FCED26C6
D#	001	001	1603055506.562	CAN	1	0	0x1FFFF532	8	FA722C902EA79B62
D#	001	001	1603055506.584	CAN	1	0	0x1FFFF530	8	46DFED1311BFADA6
D#	001	001	1603055507.097	CAN	1	0	0x1FFFF530	8	52C5E44A5F61AD03
D#	001	001	1603055507.099	IMU	0.01	-1.00	0.07	-0.01	-0.019	0.009	-1.036	0.683	0.091	0.909	92.52	218.41	-805.41	101161.01	30.8	315.90
D#	001	001	1603055507.103	GPS	37.91010284	23.73727417	26.700	8.894	0.907
D#	001	001	1603055507.104	CAN	1	0	0x1FFFF532	8	4656D77A3146A548
D#	001	001	1603055507.108	CAN	1	0	0x1FFFF530	8	1E9E90DBDB8930A5
D#	001	001	1603055507.112	CAN	1	0	0x1FFFF530	8	565D4535C308CF2F
D#	001	001	1603055507.116	CAN	1	0	0x1FFFF531	8	59A2B3E165462FFA
D#	001	001	1603055507.120	CAN	1	0	0x1FFFF532	8	2DD0B16C85C710C5
D#	001	001	1603055507.124	CAN	1	0	0x1FFFF530	8	F7DD9EB69A044BD3
D#	001	001	1603055507.128	CAN	1	0	0x1FFFF530	8	C57BE1571F5E56B1
D#	001	001	1603055507.132	CAN	1	0	0x1FFFF530	8	DF3D1D4CC7DD65B2
D#	001	001	1603055507.136	CAN	1	0	0x1FFFF530	8	BAF6FE6E9B0E1FFC
D#	001	001	1603055507.140	CAN	1	0	0x1FFFF530	8	84F7B3A16D43D9DB
D#	001	001	1603055507.144	CAN	1	0	0x1FFFF530	8	10A91E91F2E387A6
D#	001	001	1603055507.148	CAN	1	0	0x1FFFF531	8	40427E6E4AB442B4
D#	001	001	1603055507.152	CAN	1	0	0x1FFFF532	8	5BEDCF9E4514CDAC
D#	001	001	1603055507.156	CAN	1	0	0x1FFFF531	8	F3829C6D8C59F2B9
D#	001	001	1603055507.160	CAN	1	0	0x1FFFF530	8	4EBCF88831A14723
D#	001	001	1603055507.165	CAN	1	0	0x1FFFF530	8	2C7AC1402E37C110
D#	001	001	1603055507.168	CAN	1	0	0x1FFFF532	8	60CD52FCB32271B9
D#	001	001	1603055507.467	CAN	1	0	0x1FFFF530	8	0BC259E2C15F6F8A
D#	001	001	1603055507.469	IMU	0.01	-1.00	0.07	-0.01	-0.016	0.009	-1.032	0.619	0.118	0.861	90.13	216.24	-797.80	101160.92	30.8	315.91
D#	001	001	1603055507.475	GPS	37.91010284	23.73727226	26.300	8.894	0.407
D#	001	001	1603055507.476	CAN	1	0	0x1FFFF530	8	56C0D9F6FFEBF161
D#	001	001	1603055507.480	CAN	1	0	0x1FFFF530	8	27698EBB15A69B18
D#	001	001	1603055507.484	CAN	1	0	0x1FFFF532	8	E156D29D97E9B4BA
D#	001	001	1603055507.488	CAN	1	0	0x1FFFF531	8	517318F033864F8A
D#	001	001	1603055507.492	CAN	1	0	0x1FFFF532	8	8665BF53B7B525D8
D#	001	001	1603055507.496	CAN	1	0	0x1FFFF532	8	2DCDC16E64FFBEA4
D#	001	001	1603055507.500	CAN	1	0	0x1FFFF530	8	6A3B0DD2F0148653
D#	001	001	1603055507.504	CAN	1	0	0x1FFFF532	8	D6F0C84B3B5EA0A0
