
D#	001	001	12207.826	IMU	-0.01	0.99	-0.16	0.00	-0.008	0.012	-1.038	0.388	0.116	0.848	103.12	199.08	-745.13	1010.46	32.5	324.58
D#	001	001	12207.855	IMU	-0.01	0.99	-0.16	0.00	-0.007	0.010	-1.033	0.423	0.121	0.854	105.04	197.66	-740.31	1010.46	32.5	324.58
D#	001	001	12207.873	IMU	-0.01	0.99	-0.16	0.00	-0.010	0.012	-1.031	0.427	0.122	0.908	99.57	192.88	-744.31	1010.47	32.5	324.49
D#	001	001	12207.892	IMU	-0.01	0.99	-0.16	0.00	-0.008	0.012	-1.035	0.427	0.176	0.915	104.60	198.19	-736.94	1010.47	32.5	324.49
D#	001	001	12207.912	IMU	-0.01	0.99	-0.16	0.00	-0.008	0.012	-1.035	0.374	0.075	0.808	101.48	203.56	-736.87	1010.47	32.5	324.49
D#	001	001	12207.931	IMU	-0.01	0.99	-0.16	0.00	-0.008	0.009	-1.030	0.528	0.116	0.956	108.54	197.45	-738.84	1010.47	32.5	324.49
D#	001	001	12207.952	IMU	-0.01	0.99	-0.16	0.00	-0.009	0.008	-1.031	0.654	0.068	0.867	103.13	199.07	-739.68	1010.47	32.5	324.49
D#	001	001	12207.972	IMU	-0.01	0.99	-0.16	0.00	-0.009	0.010	-1.036	0.508	0.116	0.856	102.95	197.65	-738.01	1010.47	32.5	324.49
D#	001	001	12207.993	IMU	-0.01	0.99	-0.16	0.00	-0.008	0.011	-1.037	0.383	0.068	0.855	98.69	190.78	-737.31	1010.47	32.5	324.53
D#	001	001	12208.016	IMU	-0.01	0.99	-0.16	0.00	-0.008	0.010	-1.033	0.529	0.169	0.801	101.09	196.27	-737.02	1010.47	32.5	324.53

D#	001	001	12208.058	IMU	-0.01	0.99	-0.16	0.00	-0.008	0.011	-1.034	0.440	0.128	0.848	111.51	199.62	-729.86	1010.47	32.5	324.46
D#	001	001	12208.077	IMU	-0.01	0.99	-0.16	0.00	-0.008	0.009	-1.032	0.590	0.069	0.854	105.43	198.93	-732.89	1010.48	32.5	324.43
D#	001	001	12208.096	IMU	-0.01	0.99	-0.16	0.00	-0.007	0.011	-1.035	0.500	0.116	0.908	108.10	199.69	-739.18	1010.48	32.5	324.43
D#	001	001	12208.115	IMU	-0.01	0.99	-0.16	0.00	-0.008	0.011	-1.032	0.382	0.121	0.754	105.04	200.01	-733.78	1010.48	32.5	324.43
D#	001	001	12208.133	IMU	-0.01	0.99	-0.16	0.00	-0.008	0.009	-1.030	0.583	0.176	0.789	97.48	200.14	-731.52	1010.48	32.5	324.45
D#	001	001	12208.152	IMU	-0.01	0.99	-0.16	0.00	-0.010	0.011	-1.034	0.553	0.075	0.900	95.35	199.15	-735.59	1010.48	32.5	324.45
D#	001	001	12208.172	IMU	-0.01	0.99	-0.16	0.00	-0.008	0.011	-1.033	0.389	0.170	0.806	100.73	202.92	-741.33	1010.48	32.5	324.45
D#	001	001	12208.191	IMU	-0.01	0.99	-0.16	0.00	-0.009	0.009	-1.028	0.476	0.128	0.902	96.71	206.60	-737.70	1010.48	32.5	324.49
D#	001	001	12208.211	IMU	-0.00	0.99	-0.16	0.00	-0.010	0.010	-1.030	0.487	0.123	0.914	91.89	207.09	-731.15	1010.47	32.5	324.49
