
D#	001	001	13724.846	IMU	-0.01	0.98	-0.18	0.00	-0.009	0.010	-1.031	0.547	0.068	0.794	116.94	192.15	-731.03	1010.24	32.2	326.43
D#	001	001	13724.885	IMU	-0.01	0.98	-0.18	0.00	-0.009	0.010	-1.030	0.657	0.008	0.847	116.08	193.70	-731.37	1010.21	32.2	326.65
D#	001	001	13724.924	IMU	-0.01	0.98	-0.18	0.00	-0.007	0.010	-1.032	0.562	0.055	0.854	119.90	198.54	-733.52	1010.21	32.2	326.63
D#	001	001	13724.965	IMU	-0.01	0.98	-0.18	0.00	-0.008	0.011	-1.030	0.605	0.060	0.747	121.51	196.39	-724.37	1010.21	32.2	326.63
D#	001	001	13725.001	IMU	-0.01	0.98	-0.18	0.00	-0.009	0.012	-1.032	0.556	0.061	0.788	107.53	195.48	-724.54	1010.22	32.2	326.58
D#	001	001	13725.041	IMU	-0.01	0.98	-0.18	0.00	-0.009	0.012	-1.032	0.389	0.115	0.846	111.08	194.06	-725.62	1010.22	32.2	326.58
D#	001	001	13725.079	IMU	-0.01	0.98	-0.18	0.00	-0.007	0.011	-1.030	0.476	0.067	0.800	116.76	195.55	-734.12	1010.22	32.2	326.60
D#	001	001	13725.106	IMU	-0.01	0.98	-0.18	0.00	-0.008	0.007	-1.029	0.541	0.062	0.848	113.91	195.13	-734.68	1010.22	32.2	326.60
D#	001	001	13725.129	IMU	-0.01	0.98	-0.18	0.00	-0.009	0.009	-1.027	0.548	0.061	0.907	115.85	196.00	-731.89	1010.24	32.2	326.40
D#	001	001	13725.151	IMU	-0.01	0.98	-0.18	0.00	-0.009	0.006	-1.028	0.710	0.061	0.915	116.67	200.55	-736.75	1010.24	32.2	326.40

D#	001	001	13725.196	IMU	-0.01	0.98	-0.18	0.00	-0.009	0.008	-1.027	0.783	0.115	0.862	110.73	194.09	-742.82	1010.24	32.2	326.39
D#	001	001	13725.216	IMU	-0.01	0.98	-0.18	0.00	-0.008	0.010	-1.032	0.577	0.067	0.855	108.24	189.29	-737.32	1010.24	32.2	326.39
D#	001	001	13725.240	IMU	-0.01	0.98	-0.18	0.00	-0.008	0.009	-1.030	0.606	0.116	0.801	112.42	188.31	-734.01	1010.24	32.2	326.39
D#	001	001	13725.261	IMU	-0.01	0.98	-0.18	0.00	-0.008	0.013	-1.033	0.449	0.068	0.848	103.72	185.81	-732.62	1010.21	32.2	326.64
D#	001	001	13725.283	IMU	-0.01	0.98	-0.18	0.00	-0.009	0.008	-1.028	0.645	0.116	0.907	109.48	187.90	-729.02	1010.21	32.2	326.64
D#	001	001	13725.303	IMU	-0.01	0.98	-0.18	0.00	-0.009	0.010	-1.032	0.453	0.068	0.807	112.94	191.92	-724.49	1010.21	32.2	326.64
D#	001	001	13725.323	IMU	-0.01	0.98	-0.18	0.00	-0.009	0.011	-1.037	0.430	0.116	0.795	112.31	193.61	-732.64	1010.24	32.2	326.37
D#	001	001	13725.343	IMU	-0.01	0.98	-0.18	0.00	-0.009	0.007	-1.034	0.535	0.175	0.955	109.95	206.87	-728.02	1010.24	32.2	326.37
D#	001	001	13725.363	IMU	-0.01	0.98	-0.18	0.00	-0.010	0.008	-1.035	0.548	0.182	0.813	103.72	205.12	-727.08	1010.24	32.2	326.37
D#	001	001	13725.384	IMU	-0.00	0.98	-0.18	0.00	-0.009	0.011	-1.031	0.549	0.129	0.796	110.53	207.52	-731.72	1010.21	32.2	326.63

D#	001	001	13725.423	IMU	-0.00	0.98	-0.18	0.00	-0.010	0.010	-1.029	0.549	0.069	0.794	103.97	199.11	-734.67	1010.21	32.2	326.63
D#	001	001	13725.442	IMU	-0.00	0.98	-0.18	0.00	-0.008	0.011	-1.031	0.442	0.116	0.847	108.54	196.63	-730.88	1010.21	32.2	326.63
D#	001	001	13725.463	IMU	-0.00	0.98	-0.18	0.00	-0.009	0.008	-1.032	0.536	0.121	0.907	112.55	191.40	-729.29	1010.26	32.2	326.25
D#	001	001	13725.485	IMU	-0.00	0.98	-0.18	0.00	-0.008	0.010	-1.035	0.494	0.122	0.861	111.09	194.43	-731.64	1010.26	32.2	326.25
D#	001	001	13725.506	IMU	-0.00	0.98	-0.18	0.00	-0.009	0.010	-1.035	0.543	0.068	0.802	106.30	191.52	-726.59	1010.26	32.2	326.25
D#	001	001	13725.526	IMU	-0.00	0.98	-0.18	0.00	-0.008	0.009	-1.033	0.602	0.223	0.848	105.33	191.35	-725.48	1010.24	32.2	326.45
D#	001	001	13725.546	IMU	-0.00	0.98	-0.18	0.00	-0.010	0.008	-1.033	0.556	0.080	0.746	104.92	187.09	-739.09	1010.24	32.2	326.45
D#	001	001	13725.568	IMU	-0.00	0.98	-0.18	0.00	-0.008	0.010	-1.034	0.335	0.171	0.788	114.17	192.62	-737.77	1010.24	32.2	326.45
D#	001	001	13725.588	IMU	-0.00	0.98	-0.18	0.00	-0.008	0.012	-1.031	0.416	0.128	0.793	112.82	195.99	-736.21	1010.23	32.2	326.48
D#	001	001	13725.607	IMU	-0.00	0.98	-0.18	0.00	-0.008	0.010	-1.030	0.426	0.123	0.847	113.30	194.27	-742.59	1010.23	32.2	326.48

D#	001	001	13725.637	IMU	-0.00	0.98	-0.18	0.00	-0.008	0.011	-1.033	0.427	0.068	0.854	116.64	188.32	-738.23	1010.23	32.2	326.48
D#	001	001	13725.658	IMU	-0.01	0.98	-0.18	0.00	-0.010	0.010	-1.031	0.535	0.116	0.854	122.23	194.18	-746.46	1010.22	32.2	326.55
D#	001	001	13725.680	IMU	-0.01	0.98	-0.18	0.00	-0.008	0.012	-1.036	0.333	0.068	0.801	116.21	192.46	-741.87	1010.22	32.2	326.55
D#	001	001	13725.700	IMU	-0.01	0.98	-0.18	0.00	-0.009	0.009	-1.032	0.470	0.062	0.848	112.63	192.79	-726.87	1010.22	32.2	326.55
D#	001	001	13725.721	IMU	-0.01	0.98	-0.18	0.00	-0.010	0.009	-1.027	0.647	0.169	0.800	114.27	191.88	-733.64	1010.24	32.2	326.40
D#	001	001	13725.744	IMU	-0.01	0.98	-0.18	0.00	-0.009	0.009	-1.030	0.561	0.128	0.848	118.09	194.63	-731.46	1010.24	32.2	326.40
D#	001	001	13725.763	IMU	-0.01	0.98	-0.18	0.00	-0.009	0.009	-1.024	0.658	0.176	0.800	113.42	202.07	-732.55	1010.24	32.2	326.40
D#	001	001	13725.783	IMU	-0.01	0.98	-0.18	0.00	-0.010	0.011	-1.033	0.509	0.129	0.902	104.14	199.96	-732.00	1010.24	32.2	326.41
D#	001	001	13725.803	IMU	-0.00	0.98	-0.18	0.00	-0.009	0.013	-1.034	0.383	0.123	0.860	107.56	195.94	-726.75	1010.24	32.2	326.41
D#	001	001	13725.825	IMU	-0.01	0.98	-0.18	0.00	-0.008	0.011	-1.034	0.315	0.122	0.909	117.37	194.25	-724.54	1010.24	32.2	326.41

D#	001	001	13725.864	IMU	-0.01	0.98	-0.18	0.00	-0.007	0.012	-1.035	0.467	0.068	0.807	120.44	198.77	-728.64	1010.26	32.2	326.25
