
D#	001	001	12587.025	IMU	-0.01	0.99	-0.17	0.00	-0.009	0.009	-1.034	0.547	0.116	0.862	98.04	194.54	-734.79	1010.38	32.4	325.24
D#	001	001	12587.064	IMU	-0.00	0.99	-0.17	0.00	-0.009	0.012	-1.033	0.495	0.229	0.855	101.86	205.17	-743.00	1010.38	32.4	325.24
D#	001	001	12587.088	IMU	-0.00	0.99	-0.16	0.00	-0.009	0.011	-1.038	0.435	0.081	0.855	100.33	204.40	-733.38	1010.37	32.4	325.35
D#	001	001	12587.112	IMU	-0.00	0.99	-0.16	0.00	-0.008	0.011	-1.033	0.536	0.117	0.908	102.82	198.85	-734.36	1010.37	32.4	325.35
D#	001	001	12587.132	IMU	-0.00	0.99	-0.17	0.00	-0.010	0.008	-1.029	0.601	0.121	0.807	112.24	198.61	-730.75	1010.37	32.4	325.38
D#	001	001	12587.153	IMU	-0.00	0.99	-0.17	0.00	-0.009	0.010	-1.028	0.502	0.122	0.795	115.15	205.83	-730.24	1010.36	32.4	325.44
D#	001	001	12587.173	IMU	-0.00	0.99	-0.17	0.00	-0.008	0.013	-1.031	0.436	0.122	0.794	110.09	206.77	-728.02	1010.36	32.4	325.44
D#	001	001	12587.193	IMU	-0.00	0.99	-0.17	0.00	-0.007	0.013	-1.034	0.428	0.122	0.847	112.16	205.08	-727.08	1010.36	32.4	325.44
D#	001	001	12587.219	IMU	-0.00	0.99	-0.17	0.00	-0.008	0.011	-1.031	0.589	0.176	0.907	107.79	197.04	-737.75	1010.37	32.4	325.35
D#	001	001	12587.242	IMU	-0.00	0.99	-0.17	0.00	-0.008	0.010	-1.033	0.500	0.075	0.915	109.10	200.99	-735.19	1010.37	32.4	325.35

D#	001	001	12587.281	IMU	-0.01	0.99	-0.17	0.00	-0.010	0.008	-1.029	0.543	0.116	0.862	107.55	198.46	-740.15	1010.38	32.4	325.28
D#	001	001	12587.302	IMU	-0.01	0.99	-0.17	0.00	-0.009	0.010	-1.031	0.549	0.068	0.802	104.81	197.40	-746.26	1010.38	32.4	325.28
D#	001	001	12587.323	IMU	-0.01	0.99	-0.17	0.00	-0.009	0.010	-1.034	0.549	0.116	0.848	108.89	200.09	-737.76	1010.38	32.4	325.28
D#	001	001	12587.345	IMU	-0.00	0.99	-0.17	0.00	-0.009	0.009	-1.034	0.496	0.121	0.854	103.28	200.18	-739.22	1010.39	32.4	325.15
D#	001	001	12587.366	IMU	-0.01	0.99	-0.17	0.00	-0.009	0.010	-1.037	0.382	0.283	0.801	109.29	191.84	-739.83	1010.39	32.4	325.15
D#	001	001	12587.386	IMU	-0.01	0.99	-0.17	0.00	-0.008	0.011	-1.034	0.314	0.088	0.848	111.82	198.80	-742.10	1010.39	32.4	325.15
D#	001	001	12587.409	IMU	-0.01	0.99	-0.17	0.00	-0.009	0.009	-1.030	0.521	0.118	0.854	105.56	196.50	-731.99	1010.39	32.4	325.14
D#	001	001	12587.430	IMU	-0.01	0.99	-0.17	0.00	-0.009	0.010	-1.030	0.439	0.014	0.801	108.16	190.30	-732.78	1010.39	32.4	325.14
D#	001	001	12587.463	IMU	-0.01	0.99	-0.17	0.00	-0.010	0.011	-1.032	0.482	0.109	0.848	111.34	200.25	-733.10	1010.39	32.4	325.13
D#	001	001	12587.482	IMU	-0.01	0.99	-0.17	0.00	-0.009	0.011	-1.030	0.595	0.067	0.854	108.50	196.06	-735.25	1010.39	32.4	325.13

D#	001	001	12587.516	IMU	-0.00	0.99	-0.17	0.00	-0.008	0.012	-1.032	0.501	0.062	0.908	99.98	193.25	-737.16	1010.39	32.4	325.13
D#	001	001	12587.535	IMU	-0.01	0.99	-0.17	0.00	-0.010	0.009	-1.027	0.597	0.115	0.861	108.95	192.07	-733.94	1010.38	32.4	325.21
D#	001	001	12587.558	IMU	-0.01	0.99	-0.17	0.00	-0.009	0.008	-1.030	0.609	0.121	0.802	111.68	198.90	-735.60	1010.38	32.4	325.21
D#	001	001	12587.580	IMU	-0.01	0.99	-0.17	0.00	-0.010	0.007	-1.031	0.664	0.122	0.848	106.54	195.49	-732.28	1010.38	32.4	325.21
D#	001	001	12587.602	IMU	-0.01	0.99	-0.17	0.00	-0.009	0.008	-1.030	0.509	0.122	0.854	106.48	202.43	-734.91	1010.36	32.4	325.40
D#	001	001	12587.622	IMU	-0.01	0.99	-0.16	0.00	-0.008	0.007	-1.032	0.491	0.068	0.908	102.27	211.62	-742.04	1010.36	32.4	325.40
D#	001	001	12587.642	IMU	-0.01	0.99	-0.17	0.00	-0.007	0.011	-1.035	0.435	0.116	0.861	112.01	203.97	-744.04	1010.36	32.4	325.40
D#	001	001	12587.666	IMU	-0.01	0.99	-0.17	0.00	-0.009	0.010	-1.033	0.536	0.121	0.909	109.82	190.30	-736.83	1010.38	32.4	325.25
D#	001	001	12587.684	IMU	-0.01	0.99	-0.17	0.00	-0.009	0.011	-1.027	0.494	0.068	0.915	108.90	195.02	-727.77	1010.38	32.4	325.25
D#	001	001	12587.707	IMU	-0.01	0.99	-0.17	0.00	-0.009	0.011	-1.035	0.435	0.116	0.862	124.21	200.14	-731.00	1010.38	32.4	325.25

D#	001	001	12587.737	IMU	-0.01	0.99	-0.17	0.00	-0.009	0.010	-1.033	0.428	0.175	0.802	119.13	201.24	-727.33	1010.38	32.4	325.25
D#	001	001	12587.756	IMU	-0.01	0.99	-0.17	0.00	-0.008	0.009	-1.033	0.535	0.075	0.794	106.53	197.52	-731.82	1010.38	32.4	325.25
D#	001	001	12587.776	IMU	-0.01	0.99	-0.17	0.00	-0.009	0.009	-1.029	0.655	0.116	0.847	110.66	199.10	-726.67	1010.38	32.4	325.25
D#	001	001	12587.800	IMU	-0.01	0.99	-0.17	0.00	-0.008	0.011	-1.034	0.401	0.068	0.800	111.35	202.90	-725.51	1010.39	32.4	325.15
D#	001	001	12587.823	IMU	-0.01	0.99	-0.17	0.00	-0.008	0.010	-1.031	0.532	0.116	0.794	112.68	201.36	-728.04	1010.39	32.4	325.15
D#	001	001	12587.843	IMU	-0.01	0.99	-0.17	0.00	-0.007	0.011	-1.034	0.440	0.121	0.847	110.10	201.75	-738.15	1010.39	32.4	325.15
D#	001	001	12587.866	IMU	-0.01	0.99	-0.17	0.00	-0.008	0.011	-1.034	0.429	0.015	0.907	109.02	201.92	-736.37	1010.35	32.4	325.50
